S No., Constraints, Programs, Extracted Programs, Exec. Time
4610,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1325414
4611,( and ( >= ( - ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1304456
4612,( or ( <= x ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1280992
4613,( or ( >= ( + ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1269125
4614,( or ( <= y ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1280398
4615,( and ( > ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1266026
4616,( or ( = ( + ( f x y ) y ) ( f x y ) ) ( = ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1350985
4617,( or ( >= ( f x y ) ( f x y ) ) ( < ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1266638
4618,( or ( = ( f x y ) ( + y ( f x y ) ) ) ( < ( f x y ) ( - ( - ( - ( f x y ) ( - ( f x y ) y ) ) ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1302780
4619,( and ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1269091
4620,( and ( < ( - x ( f x y ) ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1283337
4621,( or ( >= ( + ( + y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( - ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1397030
4622,( or ( = ( f x y ) x ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1279243
4623,( or ( <= ( f x y ) y ) ( = ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1251278
4624,( or ( <= x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1253317
4625,( and ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( + y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1251879
4626,( or ( < ( + ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ( <= ( f x y ) ( + ( + ( - ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1256931
4627,( and ( > ( f x y ) y ) ( <= ( f x y ) x ) ),unknown,unknown,1246722
4628,( and ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( = ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ),unknown,unknown,1449236
4629,( or ( < x ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1410775
4630,( and ( < y ( f x y ) ) ( <= x ( f x y ) ) ),Timeout,Timeout,1463399
4631,( or ( >= ( + ( + ( f x y ) y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int 0),(0),1299419
4632,( and ( >= ( f x y ) ( - x ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1404729
4633,( or ( >= ( - y ( f x y ) ) ( f x y ) ) ( >= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1341518
4634,( and ( <= ( f x y ) ( - x ( f x y ) ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1350519
4635,( or ( >= ( f x y ) x ) ( <= ( + ( f x y ) x ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1366492
4636,( and ( < x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),Timeout,Timeout,1337064
4637,( and ( >= ( f x y ) ( - x ( f x y ) ) ) ( <= ( f x y ) ( + ( + x ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1387139
4638,( or ( < ( f x y ) ( - x ( f x y ) ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1306333
4639,( or ( = y ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1327161
4640,( or ( < x ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1402765
4641,( or ( = ( f x y ) ( + ( + ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ) ( < ( + ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1354323
4642,( or ( >= x ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1316413
4643,( or ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1451842
4644,( and ( = x ( f x y ) ) ( = ( f x y ) y ) ),unknown,unknown,1322888
4645,( and ( < ( f x y ) ( - y ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1573413
4646,( or ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( - ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1594993
4647,( or ( <= ( f x y ) ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1499849
4648,( and ( < ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1251222
4649,( or ( <= ( + ( f x y ) y ) ( f x y ) ) ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1260838
4650,( and ( >= ( + x ( f x y ) ) ( f x y ) ) ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1251011
4651,( or ( <= x ( f x y ) ) ( = ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1251084
4652,( and ( <= ( f x y ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1325918
4653,( or ( >= y ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( + ( f x y ) y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1271892
4654,( or ( < ( - ( f x y ) x ) ( f x y ) ) ( < x ( f x y ) ) ),Timeout,Timeout,1281738
4655,( and ( <= ( + x ( f x y ) ) ( f x y ) ) ( > ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1248837
4656,( and ( >= ( f x y ) y ) ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1307649
4657,( or ( >= ( + x ( f x y ) ) ( f x y ) ) ( < ( - ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1259707
4658,( and ( = ( f x y ) x ) ( >= ( f x y ) ( + ( f x y ) ( - ( - ( f x y ) x ) ( f x y ) ) ) ) ),unknown,unknown,1269457
4659,( and ( > ( f x y ) x ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1246911
4660,( and ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1322962
4661,( or ( <= y ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1283724
4662,( and ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1261875
4663,( and ( > y ( f x y ) ) ( < ( - y ( f x y ) ) ( f x y ) ) ),unknown,unknown,1246108
4664,( or ( <= ( f x y ) ( f x y ) ) ( >= ( f x y ) ( - y ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1283406
4665,( or ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) ( + ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1345261
4666,( and ( = ( f x y ) y ) ( > y ( f x y ) ) ),unknown,unknown,1369428
4667,( or ( = ( + ( + ( - ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( - ( + ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1272916
4668,( or ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( < ( f x y ) x ) ),Timeout,Timeout,1299004
4669,( or ( > ( f x y ) x ) ( < y ( f x y ) ) ),Timeout,Timeout,1353761
4670,( and ( = x ( f x y ) ) ( > y ( f x y ) ) ),unknown,unknown,1229089
4671,( or ( = y ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1277154
4672,( or ( <= ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1575471
4673,( or ( = ( - ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1389012
4674,( or ( >= x ( f x y ) ) ( > ( + ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1273360
4675,( and ( <= ( f x y ) ( f x y ) ) ( = ( + x ( f x y ) ) ( f x y ) ) ),unknown,unknown,1302717
4676,( or ( >= ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1240851
4677,( or ( >= y ( f x y ) ) ( > ( + ( f x y ) ( - y ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1234087
4678,( or ( = ( f x y ) x ) ( < ( + ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1332711
4679,( and ( < ( f x y ) ( f x y ) ) ( = ( f x y ) ( - y ( f x y ) ) ) ),unknown,unknown,1300689
4680,( or ( > ( f x y ) ( - x ( f x y ) ) ) ( > ( f x y ) ( + ( + x ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1302779
4681,( and ( <= ( f x y ) ( - ( f x y ) ( + ( - ( f x y ) ( + ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( f x y ) ) ) ( f x y ) ) ) ) ( <= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1248530
4682,( or ( > ( f x y ) ( + ( - ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1291967
4683,( or ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( < ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - y ( f x y ) ) ) ) ) ),Timeout,Timeout,1313705
4684,( or ( <= ( f x y ) ( + x ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1257779
4685,( and ( >= x ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),unknown,unknown,1270178
4686,( or ( > ( f x y ) ( f x y ) ) ( <= ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1288194
4687,( or ( >= ( f x y ) ( + ( f x y ) x ) ) ( > x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1359244
4688,( and ( >= ( f x y ) y ) ( <= x ( f x y ) ) ),Timeout,Timeout,1417899
4689,( and ( >= y ( f x y ) ) ( >= ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1275316
4690,( or ( >= y ( f x y ) ) ( = ( + ( f x y ) x ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1297795
4691,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1269676
4692,( or ( > ( f x y ) x ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1306986
4693,( and ( > ( f x y ) ( f x y ) ) ( = ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),unknown,unknown,1247912
4694,( or ( > ( f x y ) x ) ( = ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1339954
4695,( or ( >= ( f x y ) y ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1289140
4696,( or ( = ( f x y ) ( - ( f x y ) y ) ) ( < ( + x ( f x y ) ) ( f x y ) ) ),unknown,unknown,1265085
4697,( or ( <= x ( f x y ) ) ( > ( f x y ) ( + x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1275350
4698,( or ( = ( - ( + ( - y ( f x y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( + ( f x y ) ( + ( f x y ) ( + ( f x y ) ( + ( f x y ) x ) ) ) ) ( f x y ) ) ),Timeout,Timeout,1348251
4699,( or ( <= ( f x y ) y ) ( = ( f x y ) ( + x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1342213
4700,( and ( <= ( f x y ) y ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1273232
4701,( and ( >= ( f x y ) ( f x y ) ) ( < ( f x y ) ( + ( f x y ) x ) ) ),unknown,unknown,1277765
4702,( or ( < ( f x y ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( + x ( f x y ) ) ) ) ),Timeout,Timeout,1345346
4703,( and ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < x ( f x y ) ) ),unknown,unknown,1233676
4704,( and ( >= ( f x y ) y ) ( <= ( + ( f x y ) x ) ( f x y ) ) ),unknown,unknown,1270434
4705,( and ( > y ( f x y ) ) ( < x ( f x y ) ) ),unknown,unknown,1378102
4706,( or ( = x ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1242752
4707,( or ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1262765
4708,( and ( < ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ( > y ( f x y ) ) ),unknown,unknown,1253934
4709,( and ( > ( f x y ) y ) ( > ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ),Timeout,Timeout,1312766
4710,( and ( = ( f x y ) x ) ( >= ( f x y ) ( - ( + ( f x y ) ( + ( - ( f x y ) y ) ( f x y ) ) ) ( f x y ) ) ) ),unknown,unknown,1491182
4711,( or ( <= ( f x y ) y ) ( > ( f x y ) ( - y ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1580357
4712,( or ( > ( f x y ) ( f x y ) ) ( > ( f x y ) x ) ),Timeout,Timeout,1828737
4713,( or ( < ( f x y ) ( f x y ) ) ( >= ( + ( f x y ) y ) ( f x y ) ) ),unknown,unknown,1543562
4714,( and ( < ( f x y ) ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,unknown,1341191
4715,( and ( <= x ( f x y ) ) ( > ( f x y ) ( - ( - ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ),Timeout,Timeout,1415952
4716,( or ( <= ( f x y ) y ) ( > ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1327828
4717,( and ( <= ( + x ( f x y ) ) ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) y ) ) ),unknown,unknown,1366362
4718,( and ( = ( - ( f x y ) ( - ( - ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( f x y ) ) ) ( f x y ) ) ( <= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 0)),((* y 0)),1468425
4719,( or ( > ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1464151
4720,( and ( < ( - ( - ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),Timeout,Timeout,1403228
4721,( or ( <= ( f x y ) ( + ( f x y ) ( - ( - ( f x y ) y ) ( f x y ) ) ) ) ( = x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1353927
4722,( or ( >= ( f x y ) ( f x y ) ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1446078
4723,( and ( >= ( f x y ) ( + ( + ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1425884
4724,( and ( > ( f x y ) y ) ( > ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1398383
4725,( and ( <= ( f x y ) ( + ( f x y ) ( - ( f x y ) ( f x y ) ) ) ) ( <= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1389424
4726,( and ( = ( f x y ) y ) ( = ( f x y ) x ) ),unknown,unknown,1358283
4727,( or ( < ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1366960
4728,( or ( < y ( f x y ) ) ( = ( f x y ) ( + ( + ( f x y ) y ) ( f x y ) ) ) ),Timeout,Timeout,1513302
4729,( or ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1442904
4730,( and ( >= ( f x y ) ( - y ( f x y ) ) ) ( = x ( f x y ) ) ),unknown,unknown,1397658
4731,( or ( >= ( f x y ) ( - ( f x y ) y ) ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* y 5)),((* y 5)),1327912
4732,( or ( < ( f x y ) ( + ( f x y ) x ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1463300
4733,( and ( > ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),Timeout,Timeout,1428203
4734,( or ( > ( f x y ) x ) ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1401128
4735,( and ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- y y)),((- y y)),1272312
4736,( or ( = ( f x y ) ( f x y ) ) ( < y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1275248
4737,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1355675
4738,( and ( > x ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) ( + ( f x y ) y ) ) ) ),Timeout,Timeout,1344640
4739,( or ( >= ( f x y ) y ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1256755
4740,( and ( = ( f x y ) ( f x y ) ) ( = ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1341530
4741,( or ( > x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1285431
4742,( or ( < ( - ( f x y ) ( - ( - y ( f x y ) ) ( f x y ) ) ) ( f x y ) ) ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),Timeout,Timeout,1330472
4743,( and ( <= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1259695
4744,( or ( < ( f x y ) x ) ( > ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ),Timeout,Timeout,1384065
4745,( or ( <= ( f x y ) ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1314145
4746,( or ( = ( f x y ) y ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1253848
4747,( or ( = ( f x y ) ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1235360
4748,( and ( <= x ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1270403
4749,( and ( = ( - ( f x y ) ( f x y ) ) ( f x y ) ) ( > y ( f x y ) ) ),unknown,unknown,1284473
4750,( or ( <= x ( f x y ) ) ( >= ( + ( f x y ) y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1280623
4751,( and ( = ( f x y ) ( f x y ) ) ( = ( f x y ) ( + ( + ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (- x x)),((- x x)),1373107
4752,( and ( < ( + ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ( f x y ) ) ( > y ( f x y ) ) ),Timeout,Timeout,1340423
4753,( and ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1304579
4754,( and ( <= ( - x ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( - ( f x y ) x ) ) ),unknown,unknown,1408580
4755,( and ( > x ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),Timeout,Timeout,1463905
4756,( or ( = ( f x y ) ( f x y ) ) ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1325512
4757,( and ( >= y ( f x y ) ) ( < ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),unknown,unknown,1391712
4758,( or ( > ( f x y ) ( - ( - ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( <= ( f x y ) ( - x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1361549
4759,( or ( < y ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),Timeout,Timeout,1383469
4760,( and ( = ( f x y ) y ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1370232
4761,( or ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( >= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1333575
4762,( and ( < ( f x y ) ( - y ( f x y ) ) ) ( < x ( f x y ) ) ),unknown,unknown,1298629
4763,( and ( = ( f x y ) y ) ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),unknown,unknown,1241633
4764,( and ( < ( f x y ) ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( < ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1351486
4765,( or ( < ( f x y ) ( - ( f x y ) ( - ( f x y ) x ) ) ) ( > x ( f x y ) ) ),Timeout,Timeout,1372001
4766,( and ( >= ( + y ( f x y ) ) ( f x y ) ) ( > ( f x y ) ( + y ( f x y ) ) ) ),unknown,unknown,1299781
4767,( or ( > y ( f x y ) ) ( > ( - ( - ( f x y ) x ) ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1317901
4768,( or ( >= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 7),(7),1303422
4769,( or ( < ( f x y ) ( - ( f x y ) x ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1237875
4770,( and ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( < ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),unknown,unknown,1229755
4771,( and ( > x ( f x y ) ) ( <= ( f x y ) ( - ( f x y ) y ) ) ),Timeout,Timeout,1328850
4772,( or ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1252299
4773,( and ( > ( f x y ) ( - ( f x y ) x ) ) ( = ( - ( f x y ) ( - ( f x y ) x ) ) ( f x y ) ) ),unknown,unknown,1274858
4774,( and ( = ( f x y ) ( + x ( f x y ) ) ) ( < ( f x y ) ( - x ( f x y ) ) ) ),unknown,unknown,1260733
4775,( or ( = ( f x y ) ( + ( f x y ) y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1320134
4776,( or ( = ( f x y ) y ) ( = ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1379365
4777,( or ( = y ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int y),(y),1611077
4778,( or ( < ( f x y ) ( f x y ) ) ( > ( f x y ) y ) ),Timeout,Timeout,1379578
4779,( and ( <= x ( f x y ) ) ( > x ( f x y ) ) ),unknown,unknown,1309784
4780,( or ( >= ( f x y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1278144
4781,( or ( >= ( f x y ) ( f x y ) ) ( >= ( - ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1251615
4782,( or ( >= ( f x y ) ( - ( + x ( f x y ) ) ( f x y ) ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1271141
4783,( and ( < ( f x y ) ( + x ( f x y ) ) ) ( = ( f x y ) ( - ( f x y ) ( - ( f x y ) ( + ( f x y ) x ) ) ) ) ),unknown,unknown,1324910
4784,( or ( >= ( f x y ) x ) ( < ( f x y ) ( + ( + ( f x y ) ( + ( f x y ) x ) ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1314711
4785,( or ( >= ( f x y ) ( - ( - ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ) ( < ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1250883
4786,( and ( = ( f x y ) ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,unknown,1255661
4787,( or ( <= x ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1271647
4788,( and ( >= ( + x ( f x y ) ) ( f x y ) ) ( >= y ( f x y ) ) ),unknown,unknown,1372789
4789,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1283055
4790,( or ( > x ( f x y ) ) ( >= ( - x ( f x y ) ) ( f x y ) ) ),Timeout,Timeout,1346435
4791,( and ( >= y ( f x y ) ) ( = x ( f x y ) ) ),unknown,unknown,1257090
4792,( and ( > ( f x y ) ( - ( - y ( f x y ) ) ( f x y ) ) ) ( >= ( f x y ) y ) ),Timeout,Timeout,1358031
4793,( or ( = ( f x y ) ( f x y ) ) ( <= ( f x y ) y ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1255074
4794,( or ( < x ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),(x),1251477
4795,( and ( >= ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( < ( f x y ) y ) ),Timeout,Timeout,1348443
4796,( and ( = ( f x y ) ( - ( f x y ) y ) ) ( < ( f x y ) y ) ),unknown,unknown,1301576
